<http://www.wikidata.org/entity/Q140464>
<http://www.wikidata.org/entity/Q719419>
<http://www.wikidata.org/entity/Q1060455>
<http://www.wikidata.org/entity/Q1751784>
<http://www.wikidata.org/entity/Q1765388>
<http://www.wikidata.org/entity/Q2604805>
<http://www.wikidata.org/entity/Q3575238>
<http://www.wikidata.org/entity/Q25416952>
<http://www.wikidata.org/entity/Q53953381>
<http://www.wikidata.org/entity/Q3559>
<http://www.wikidata.org/entity/Q44559>
<http://www.wikidata.org/entity/Q128207>
<http://www.wikidata.org/entity/Q691537>
<http://www.wikidata.org/entity/Q849009>
<http://www.wikidata.org/entity/Q2670101>
<http://www.wikidata.org/entity/Q3391592>
<http://www.wikidata.org/entity/Q5961279>
<http://www.wikidata.org/entity/Q17325117>
<http://www.wikidata.org/entity/Q17362350>
<http://www.wikidata.org/entity/Q21857994>
<http://www.wikidata.org/entity/Q28453859>
<http://www.wikidata.org/entity/Q30675096>
<http://www.wikidata.org/entity/Q634>
<http://www.wikidata.org/entity/Q3937>
<http://www.wikidata.org/entity/Q5848>
<http://www.wikidata.org/entity/Q5875>
<http://www.wikidata.org/entity/Q6220>
<http://www.wikidata.org/entity/Q6243>
<http://www.wikidata.org/entity/Q6251>
<http://www.wikidata.org/entity/Q12115>
<http://www.wikidata.org/entity/Q130019>
<http://www.wikidata.org/entity/Q193599>
<http://www.wikidata.org/entity/Q231982>
<http://www.wikidata.org/entity/Q244393>
<http://www.wikidata.org/entity/Q368442>
<http://www.wikidata.org/entity/Q430297>
<http://www.wikidata.org/entity/Q451152>
<http://www.wikidata.org/entity/Q497654>
<http://www.wikidata.org/entity/Q616386>
<http://www.wikidata.org/entity/Q662656>
<http://www.wikidata.org/entity/Q769363>
<http://www.wikidata.org/entity/Q787067>
<http://www.wikidata.org/entity/Q808220>
<http://www.wikidata.org/entity/Q812800>
<http://www.wikidata.org/entity/Q911245>
<http://www.wikidata.org/entity/Q995268>
<http://www.wikidata.org/entity/Q1007122>
<http://www.wikidata.org/entity/Q1036344>
<http://www.wikidata.org/entity/Q1062509>
<http://www.wikidata.org/entity/Q1103085>
<http://www.wikidata.org/entity/Q1140275>
<http://www.wikidata.org/entity/Q1142192>
<http://www.wikidata.org/entity/Q1153392>
<http://www.wikidata.org/entity/Q1161161>
<http://www.wikidata.org/entity/Q1191404>
<http://www.wikidata.org/entity/Q1222876>
<http://www.wikidata.org/entity/Q1351748>
<http://www.wikidata.org/entity/Q1436016>
<http://www.wikidata.org/entity/Q1783528>
<http://www.wikidata.org/entity/Q2247863>
<http://www.wikidata.org/entity/Q2469993>
<http://www.wikidata.org/entity/Q2731563>
<http://www.wikidata.org/entity/Q3592493>
<http://www.wikidata.org/entity/Q5506321>
<http://www.wikidata.org/entity/Q5677952>
<http://www.wikidata.org/entity/Q5696874>
<http://www.wikidata.org/entity/Q7631112>
<http://www.wikidata.org/entity/Q10458671>
<http://www.wikidata.org/entity/Q14745279>
<http://www.wikidata.org/entity/Q14745284>
<http://www.wikidata.org/entity/Q16685897>
<http://www.wikidata.org/entity/Q18392084>
<http://www.wikidata.org/entity/Q28064310>
<http://www.wikidata.org/entity/Q28218288>
<http://www.wikidata.org/entity/Q57653804>
<http://www.wikidata.org/entity/Q523>
